,0
562,2.173984874386781
563,2.450960615245339
564,2.2783406384087894
565,2.5548905641399293
566,2.8248935218004676
567,2.654966617533962
568,2.8991565479792194
569,2.539273107865567
570,2.5909693123996353
571,3.2794261791110735
572,1.8974420174747308
573,2.2028834467599383
574,3.1103716965891586
575,2.623166766436995
576,3.513614580554321
577,2.703711659066538
578,2.2169362774171
579,2.6203162100881774
580,3.1508208605098615
581,2.29543733659388
582,2.3065635681814176
583,2.7038708493300487
584,2.8564767340975634
585,2.079729007513435
586,3.1609536692579647
587,1.734389343812789
588,2.976898003811636
589,2.242691816805936
590,2.654502515694641
591,2.597043207534353
592,1.9570548208657323
593,2.369499012869924
594,2.122927654563776
595,2.4410034973185515
596,2.50198279690067
597,2.4144726170074855
598,2.833871340669461
599,2.8580468528633767
600,2.1425837461198998
601,2.3038830214498525
602,3.046840453717823
603,2.288356832095243
604,2.242608839653187
605,3.075822958634204
606,3.133431411529582
607,2.0982110475719415
608,2.541489907814886
609,2.5437441074609755
610,3.5294864733543108
611,2.464685871534192
612,2.6258778410220516
613,2.032348942611206
614,2.574225043134363
615,3.2079201072137375
616,3.097138945878804
617,2.474493978186733
618,1.7602896866788398
619,2.4313013008270383
620,2.2314630396986224
621,2.495207621150842
622,3.9027786362221026
623,2.502728222573746
624,3.5792946997269994
625,1.9712834777010848
626,2.3405123295932415
627,3.131588406683331
628,2.0817626242223954
629,2.4933444162873606
630,3.557025255379702
631,2.872857415433104
632,2.023639024873529
633,2.7828900062085657
634,1.8695990632239103
635,2.849739481914275
636,2.666879125535482
637,2.6134105816494784
638,2.4122694268113714
639,2.3709258660987307
640,2.253532846262363
641,2.515492105255806
642,2.505538169064207
643,3.302199482045094
644,2.4961841972851166
645,2.809188982602423
646,2.6205001081438177
647,2.560316476535722
648,2.6246773578603535
649,3.0394042502602745
650,3.433188679936743
651,3.2364118705189933
652,2.8479279728855835
653,2.0583139754216924
654,2.6445850523199375
655,3.0242854742025025
656,2.865584599829327
657,2.327368499770281
658,2.330308978899644
659,3.0551044096605766
660,2.4454473303828723
661,2.4339115910073503
662,2.1781317485338665
663,2.305999612818511
664,2.891648908107604
665,2.044901566992311
666,2.51865562200527
667,2.321443254767796
668,3.153777513041399
669,3.779514178876467
670,2.771698016699227
671,2.4051959457236562
672,1.9343472243335293
673,2.7497390016656618
674,3.4100366663671386
675,3.243334090008378
676,3.032249262092812
677,3.573579930190738
678,3.5210669507833074
679,1.750767521857932
680,3.30142233758189
681,2.3595176816820977
682,3.185967952226316
683,2.619699977396173
684,2.419472696324175
685,2.051890919551631
686,3.3743588851403006
687,2.268819776314436
688,3.4136401259425413
689,2.744646250380211
690,2.686589349451867
691,2.571343430418524
692,3.5489190355084714
693,3.8322157969294546
694,2.360122944574501
695,3.131494317511882
696,2.4873327723551584
697,2.5814517514807673
698,3.0447325813509587
699,2.8722197229607356
700,2.016011994677098
701,1.8955735287542599
702,1.9081178517350796
703,2.78365978695155
704,3.3386731698530165
705,1.9989884855761213
706,2.09661147516516
707,2.3670080579989534
708,2.666529707458308
709,1.9635240958211555
710,2.575759209323633
711,3.7301315605552916
712,2.7239766484212886
713,3.2517998809272104
714,2.6252884072800193
715,2.565555365253896
716,2.170471228941739
717,2.592266717505587
718,2.0955883629614376
719,1.9395700382803194
720,3.6484185970040457
721,5.264961267077675
722,2.320829652300393
723,3.5332880358018977
724,3.0503955783504777
725,1.6799368499380438
726,1.7958717118778895
727,2.4349385886126584
728,3.093168576505983
729,2.577066231252575
730,2.5042311047336754
731,2.322490389335487
732,2.3501758353411764
733,2.3614232367306363
734,4.164654440768747
735,2.682200823107744
736,3.460935008143965
737,3.7578354100773335
738,3.0606271967152616
739,3.5554829277626534
740,2.2854412692467547
741,2.4892846495001963
742,2.2619607668183037
743,3.2156185632826073
744,2.307485854107902
745,2.120010396580003
746,3.138468025882237
747,2.3870593586540463
748,2.8283639936831433
749,2.4213770021504986
750,3.6591984620159757
751,2.050228809702513
752,2.5276168365530176
753,3.2443573624535675
754,3.338111246429165
755,2.5304263602861057
756,3.1716518261003768
757,2.516947619305086
758,3.159270814199798
759,3.1093838772072133
760,2.4948534473579884
761,2.305867337485457
762,1.9785278415223928
763,2.856587162511477
764,2.152574703490536
765,1.937509779963342
766,2.580665453590981
767,1.916373375205505
768,2.9260572342421716
769,2.1096290298206797
770,1.9439949548992717
771,2.974066533965989
772,2.5473734818445486
773,2.8161463581449757
774,2.191578889737846
775,2.0106069932657817
776,3.6967251537524635
777,3.383100730439594
778,2.450173945971564
779,2.8647603855767363
780,2.7881639528435795
781,3.0187461579109462
782,2.3091994229854915
783,1.8002114146528663
784,2.500835806710528
785,2.146664947680394
786,2.911764418067524
787,3.090263790025101
788,2.7222915628580187
789,1.9621978848596078
790,2.4850387014611357
791,2.1736215405964097
792,2.8449518347619103
793,4.303957268675726
794,2.770181085883898
795,4.008945007244658
796,2.4552488589716783
797,3.0735067671701057
798,2.6082846005253804
799,2.655084268541144
800,2.0281022523823595
801,3.145296776322086
802,3.928512880998442
803,2.5173551570082218
804,2.611778020806096
805,2.5876240716375114
806,3.23876346369754
807,2.0730031748812454
808,2.453818905754945
809,3.6667765133885677
810,2.410811860942866
811,2.5003512418478797
812,3.520686490565563
813,2.841224228286336
814,2.5911871132629725
815,2.016165725773999
816,2.7718185266464213
817,2.7932911106326035
818,3.379777120990076
819,2.693650137625001
820,3.6956294033794928
821,2.6218457505334642
822,2.498467639507013
823,2.7863629742265945
824,2.463583536315283
825,2.767907888690093
826,2.7189890848412324
827,2.722290156781089
828,2.107321638423833
829,1.8474139808299772
830,2.8370569037730347
831,2.872481903367678
832,2.969355266040551
833,3.1978912554645884
834,1.8848188622243516
835,3.0237698501490007
836,2.930641114667716
837,2.5612247233013665
838,2.7385561398095777
839,3.161789077147577
840,1.8824878685516069
841,2.4773124735311263
842,2.7814649842712664
843,3.2238249679647013
844,4.447798881643028
845,2.132663702424939
846,2.123337166649679
847,2.4914146992879638
848,3.6066581854592896
849,3.184954651084511
850,2.047545227138867
851,2.934391410154495
852,2.02008305543796
853,2.5728206149460022
854,2.8877653027809624
855,2.3194731189757594
856,2.5384860478601805
857,1.9438548043720596
858,2.3574451771679734
859,3.001220468106718
860,1.8141413647324345
861,2.270570633573765
862,2.3540030856122782
863,3.5731778794801543
864,2.812383794526552
865,2.3149497653780613
866,2.9452106857358222
867,2.9067286132868957
868,2.580613844981992
869,3.073364363470859
870,2.7852429254839945
871,2.5433592868840984
872,2.424884411973615
873,2.546047386270365
874,2.3528496212853227
875,2.963386221808498
876,2.5547712837284084
877,2.8935261104447423
878,2.9694084148638473
879,2.6170464271795386
880,1.8252370368188156
881,2.6927628222769084
882,2.8768768397718314
883,2.642045850350623
884,2.1254236292755886
885,2.826063069696762
886,2.8375083786795616
887,3.328134053346884
888,1.9368821209541478
889,2.5472430890564977
890,2.66656733458225
891,3.821406670231998
892,2.8193482275161648
893,1.94502178722425
894,2.495374854935687
895,2.5037808269536113
896,2.985507491582129
897,3.6826338413688964
898,3.153235935731519
899,1.9209815632444487
900,2.7711441683919906
901,2.9252642797067447
902,2.152471334111489
903,3.184546684982076
904,2.103340573172194
905,1.9642195719980373
906,1.9392037354725258
907,3.4317204608464427
908,2.246911136886329
909,4.245410736188958
910,3.2276306106148636
911,3.5094057860956256
912,2.802773213718423
913,1.6911126150249935
914,2.268841589590453
915,1.864208197570343
916,2.815630222682983
917,2.5650642659782723
918,2.688380973580736
919,2.207182380123866
920,2.677090609842085
921,2.7917411487970334
922,2.7045997517961182
923,2.3119220202318105
924,2.4620830095613706
925,2.320055297837917
926,2.619423882911378
927,2.404762530669055
928,2.7417946520149545
929,2.0725896784962927
930,2.100617866474745
931,2.8904440147341877
932,2.351247094340499
933,2.1894768193018384
934,2.802715583629881
935,2.454066405403987
936,2.7461722563402384
937,2.76935289012751
938,3.245930388697049
939,3.173991742173377
940,2.7464291680802853
941,3.3167814750186033
942,2.7423850695179026
943,2.2804904101236283
944,2.6244241839650466
945,2.756393221286847
946,2.2328928359351683
947,2.557680695203389
948,2.6507953320316924
949,2.2372543010692985
950,1.930367355232439
951,2.4743637706509487
952,2.1317011478176897
953,1.7359486643933475
954,1.9346888703235106
955,2.2849355771362054
956,2.5140964012698124
957,2.854040528403304
958,3.1577101531160507
959,2.084402889267912
960,2.6455811087121806
961,1.9631986735416689
962,2.3312185576416393
963,2.668790450744446
964,3.576570783882524
965,2.9121764082442314
966,2.4781680995183493
967,2.344307775488802
968,3.0606242793685268
969,2.232534859995174
970,2.8143530325832655
971,2.6115535861344936
972,1.819938286724053
973,2.510283313443145
974,2.7357884123831395
975,2.5551567571769898
976,2.5109217095098706
977,3.0686746416286845
978,2.6142448608262794
979,2.1329121097872785
980,3.2899350931887548
981,2.6853665473279578
982,3.3035893339747218
983,2.5359834444885707
984,3.1742247594798134
985,3.441201071399909
986,2.9726155013381383
987,2.8115817103420864
988,2.225226424986773
989,2.0739644605745635
990,2.865956393376058
991,2.803425155826958
992,4.12231931781409
993,2.798928449690355
994,1.8802920452462548
995,2.4301837881851247
996,3.208599052325041
997,2.575829326224148
998,3.1593966529561284
999,3.138874968837976
